Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
138574,Deutschland ,German,European,7580.7046,423402.9660,17618.2321,35825.7132
138632,Deutschland ,German,European,54198.1256,218912.0400,296.4180,67.5324
138776,Deutschland ,German,European,96052.1134,1415057.7400,60289.2973,85489.9718
138951,Deutschland ,German,European,63371.1910,296103.3100,3632.8900,2847.8560
138960,Deutschland ,German,European,65096.2895,296640.3230,4571.5628,2472.4416
138986,Deutschland ,German,European,63612.0721,282040.1044,2540.1313,1553.6513
139013,Deutschland ,German,European,56515.7002,348369.1754,2806.4796,12251.1343
139054,Deutschland ,German,European,52643.2857,458869.3420,1275.5693,28505.7930
139131,Deutschland ,German,European,49156.2726,243708.6800,3175.0924,3698.5916
139133,Deutschland ,German,European,50644.0515,231397.3750,3768.4710,902.2625
139161,Deutschland ,German,European,35057.3397,398298.5163,2467.9851,27830.0323
139175,Deutschland ,German,European,50323.9700,248090.3760,5197.2419,2486.9345
139181,Deutschland ,German,European,52561.5175,236399.5000,2082.7025,2451.5650
139198,Scandinavian,Swedish,European,51384.0450,223274.7784,718.7593,1819.6766
139201,Scandinavian,Swedish,European,50401.2116,202257.2475,121.2086,26.0549
139208,Scandinavian,Swedish,European,84313.7160,382400.0000,8460.3160,2940.0240
139212,Scandinavian,Swedish,European,83965.6535,384486.6488,1846.5032,5323.3158
139220,Scandinavian,Swedish,European,134373.7484,976909.2620,5221.0361,46534.1290
139229,Scandinavian,Swedish,European,54256.7967,320009.9380,3633.3300,10172.0425
139231,Scandinavian,Swedish,European,58659.1848,255734.4264,1383.1246,2234.4352
139263,Scandinavian,Swedish,European,160574.0006,866869.7766,54467.6117,3054.6286
139296,Scandinavian,Swedish,European,56377.0000,254432.5000,2427.4400,1960.4550
139302,Scandinavian,Swedish,European,61952.6966,266026.0000,998.1318,1694.1546
139325,Scandinavian,Swedish,European,90416.8596,435362.1120,9297.8940,3543.6252
139336,Scandinavian,Swedish,European,62358.6550,277959.5000,3244.9690,1918.1965
139366,Scandinavian,Swedish,European,61464.6050,263318.1568,680.4836,1809.5232
139371,Scandinavian,Swedish,European,51911.8159,220796.8302,567.3641,1500.5669
139374,Scandinavian,Swedish,European,73529.1105,305892.0647,1553.5336,1193.8371
139386,Scandinavian,Swedish,European,152635.3120,691941.6360,8910.6001,4016.9251
139415,Scandinavian,Swedish,European,128142.2110,547579.3685,8718.8474,1736.1189
139456,Scandinavian,Swedish,European,31657.2894,442051.8813,66947.8321,2995.6941
139471,Scandinavian,Swedish,European,88.1876,282117.8632,51488.6357,6832.3139
139528,Scandinavian,Swedish,European,121723.6563,604536.2568,19952.9026,2834.1616
139602,Scandinavian,Swedish,European,80639.1179,322396.0558,0.4068,0.0267
139605,Scandinavian,Swedish,European,63305.1504,289236.9520,4703.3895,1130.3970
139609,Scandinavian,Swedish,European,3893.1163,312739.0310,57602.1886,5758.2000
139613,Scandinavian,Swedish,European,146088.7233,574695.5617,92.4972,0.0265
139637,Scandinavian,Swedish,European,52.8737,674224.6065,66083.0856,43349.1955
139678,Scandinavian,Swedish,European,132251.7433,563177.6570,3973.0180,2214.0800
139726,Scandinavian,Swedish,European,161871.9112,627108.2895,202.6410,1.0313
139738,Scandinavian,Swedish,European,22732.8548,297022.1168,249.9723,23178.0097
139794,Scandinavian,Swedish,European,481.4336,326900.5836,422.8182,36561.9296
139893,Scandinavian,Swedish,European,33.4673,265620.7637,52302.4874,6125.7213
139906,Scandinavian,Swedish,European,90605.6900,479974.0000,10188.9100,8009.9900
139968,Scandinavian,Swedish,European,5217.8196,531325.5080,19029.7480,47787.3260
139994,Scandinavian,Swedish,European,172193.3607,728680.7750,5513.2713,2931.5881
140062,Scandinavian,Swedish,European,54564.6200,241137.0000,4235.1200,350.7000
140139,Scandinavian,Swedish,European,3202.9247,1105682.0430,62943.1467,91711.7107
140240,Spanish and Portuguese,Spanish,European,122221.5716,824156.4565,40772.2304,17845.1231
140245,Spanish and Portuguese,Spanish,European,45359.7103,1048604.2400,2.6962,98104.5118
140268,Spanish and Portuguese,Spanish,European,70.4797,1364752.4340,50491.9905,127265.7117
140270,Spanish and Portuguese,Spanish,European,3584.3995,1040924.8430,38773.4816,95686.1272
140651,Spanish and Portuguese,Spanish,European,50410.9653,201833.4720,27.4784,21.1506
140909,Spanish and Portuguese,Spanish,European,74051.7273,348240.3000,5549.9265,2668.1222
140915,Spanish and Portuguese,Spanish,European,51878.7376,208997.4792,218.9312,164.7742
141131,Spanish and Portuguese,Spanish,European,84680.3958,407560.7079,8378.7473,3553.6286
141178,Spanish and Portuguese,Spanish,European,2475.2056,216988.4380,37019.2840,5447.2062
141305,Spanish and Portuguese,Spanish,European,79128.5357,568692.0647,43846.1534,6985.5309
141739,Spanish and Portuguese,Spanish,European,60911.4154,282062.3399,5127.3775,1617.0001
141747,Spanish and Portuguese,Spanish,European,71199.8800,320714.1480,4048.3115,1633.6997
142238,Scandinavian,Finnish,European,6361.6288,1052369.3730,38331.2650,95559.0870
142395,Eastern European,Czech,European,59219.3706,276598.3835,5753.4307,1126.6593
142883,Canadian,Canadian,North American,75932.1632,352541.2286,16.7033,10.6209
142912,Canadian,Canadian,North American,116.3629,162282.7252,35947.4123,935.9644
142992,Canadian,Canadian,North American,45.1306,265489.7125,52306.5576,6103.6066
143127,Canadian,Canadian,North American,53422.9358,436556.2220,5587.6643,23723.3376
144233,Canadian,Canadian,North American,5623.1600,2283211.3600,3046.0872,254332.2912
144390,Canadian,Canadian,North American,191291.2601,922601.6341,16413.1287,9473.8557
145031,Canadian,Canadian,North American,7364.1250,368571.2500,9146.6750,34287.3000
145503,Canadian,Canadian,North American,12227.8910,477259.6848,29565.7766,35864.6364
145749,Canadian,Canadian,North American,21982.8503,460925.3800,404.7362,42322.0158
147022,Canadian,Canadian,North American,60726.8255,242875.9000,1332.9975,1254.5020
148959,Canadian,Canadian,North American,5287.3603,239610.3900,2621.9079,24973.3242
